company,domain,company_employee_count,company_industry,icp_status,role_bucket,hiring_manager_buckets,relevant_job_title,job_url,job_source,num_relevant_jobs_at_company,num_distinct_functions_at_company,apollo_people_search_attempted,candidate_people_returned,title_matched_candidates,person_match_attempts,candidate_rejected_reason,hm_failure_reason,final_disposition,notes
Securly,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Customer Success Manager, Small & Mid-Market – Join Our Remote Talent Community",https://himalayas.app/companies/securly/jobs/customer-success-manager-small-mid-market-join-our-remote-talent-community,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
MarketBridge,marketbridge.com,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Manager, SEM",https://himalayas.app/companies/marketbridge/jobs/manager-sem,himalayas,1,1,True,1,0,0,UNVERIFIED_OFFICIAL_SOURCE,no_title_match,UNVERIFIED,
Comcast,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Service Sales Representative (TSX),https://himalayas.app/companies/comcast/jobs/customer-service-sales-representative-tsx-6640470433,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
DEPT®,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Account Manager, Paid Social",https://himalayas.app/companies/dept/jobs/account-manager-paid-social,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Riskonnect,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Sales Executive – GRC SaaS (USA - Remote),https://himalayas.app/companies/riskonnect/jobs/sales-executive-grc-saas-usa-remote,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Navitus Health Solutions,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Analyst, Contract Operations (Rebate)",https://himalayas.app/companies/navitus-health-solutions/jobs/analyst-contract-operations-rebate,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
SiTime,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Sr. Sustaining Test Engineer,https://himalayas.app/companies/sitime/jobs/sr-sustaining-test-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Symbria,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Remote LTC Pharmacy Data Entry Technician,https://himalayas.app/companies/symbria/jobs/remote-ltc-pharmacy-data-entry-technician-7321411675,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Epic Staffing Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Program Manager,https://himalayas.app/companies/epic-staffing-group/jobs/senior-program-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Array,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Business Development Representative,https://himalayas.app/companies/array/jobs/senior-business-development-representative,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Barclays,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Marketing Field Engagement Manager, AVP",https://himalayas.app/companies/barclays/jobs/marketing-field-engagement-manager-avp,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Tidelands Health,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Patient Scheduler,https://himalayas.app/companies/tidelands-health/jobs/patient-scheduler-6888801323,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
PCI Pharma Services,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Manager, Strategy & Enterprise Transformation",https://himalayas.app/companies/pci-pharma-services/jobs/manager-strategy-enterprise-transformation,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Abacus Consulting,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,DevOps Engineer,https://himalayas.app/companies/abacus-consulting/jobs/devops-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Siteline,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Integration Support Engineer,https://himalayas.app/companies/siteline/jobs/integration-support-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Solflare,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Brand Designer,https://himalayas.app/companies/solflare/jobs/brand-designer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Qurate Retail Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior eCommerce Analytics Specialist,https://himalayas.app/companies/qurate-retail-group/jobs/senior-ecommerce-analytics-specialist,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Arco Educação,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Analista de Operações,https://himalayas.app/companies/arco-educacao/jobs/analista-de-operacoes,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Growe,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,HR Business Partner,https://himalayas.app/companies/growe/jobs/hr-business-partner,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
GitLab,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Intermediate Backend Engineer, Platform Readiness",https://himalayas.app/companies/gitlab-com/jobs/intermediate-backend-engineer-platform-readiness,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
United-Biosource-Corporation,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Technical Writer - SERRM (Safety, Epidem., Registry, Risk Mgmt)",https://himalayas.app/companies/united-biosource-corporation/jobs/technical-writer-serrm-safety-epidem-registry-risk-mgmt,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Cardinal Health,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Digital Employee Experience Senior Engineer, IT Client Services",https://himalayas.app/companies/cardinal-health/jobs/digital-employee-experience-senior-engineer-it-client-services,himalayas,2,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Ryz Labs,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Accountant - AR & Collections,https://himalayas.app/companies/ryz-labs/jobs/accountant-ar-collections,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
SolutionHealth,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Epic Applications Analyst (1-4): Digital Patient Experience (MyChart /Cheers /We,https://himalayas.app/companies/solutionhealth/jobs/epic-applications-analyst-1-4-digital-patient-experience-mychart-cheers-we,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Ubiminds,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Full Stack Engineer .NET / React (554),https://himalayas.app/companies/ubiminds/jobs/senior-full-stack-engineer-net-react-554,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Reddit,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Machine Learning Engineer, GenAI Security",https://himalayas.app/companies/reddit/jobs/senior-machine-learning-engineer-genai-security,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
CECO Environmental,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Regional Sales Manager,https://himalayas.app/companies/ceco-environmental/jobs/regional-sales-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Newfold Digital,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,SEO Manager,https://himalayas.app/companies/newfold-digital/jobs/seo-manager-6811856270,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
DataRobot,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Success Engineer,https://himalayas.app/companies/datarobot/jobs/customer-success-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
EverDriven,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Service Associate,https://himalayas.app/companies/everdriven/jobs/customer-service-associate,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Ergomed,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Associate Case Processing Manager (Line Management position),https://himalayas.app/companies/ergomed/jobs/associate-case-processing-manager-line-management-position-2171615323,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Twingate,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior DevOps Engineer,https://himalayas.app/companies/twingate/jobs/senior-devops-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Ipas,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior MERLA Advisor, Africa",https://himalayas.app/companies/ipas/jobs/senior-merla-advisor-africa,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
GAF,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Technical Sales Representative,https://himalayas.app/companies/gaf/jobs/technical-sales-representative-42005823,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"Zoom Communications, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,State and Local Tax Lead,https://himalayas.app/companies/zoom-communications-inc/jobs/state-and-local-tax-lead-6491987738,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Wiley,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Success Manager,https://himalayas.app/companies/wiley/jobs/customer-success-manager-3038693315,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Brafton,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Remote Content Marketing Strategist - Eastern Canada,https://himalayas.app/companies/brafton/jobs/remote-content-marketing-strategist-eastern-canada,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Via,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Service Representative (German-speaking),https://himalayas.app/companies/via/jobs/customer-service-representative-german-speaking,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
FleetPride,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Transportation Manager - Heavy Duty Truck Parts,https://himalayas.app/companies/fleetpride/jobs/transportation-manager-heavy-duty-truck-parts,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Pacvue,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior DevOps Engineer,https://himalayas.app/companies/pacvue/jobs/senior-devops-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
LUZA Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Product Owner (PO) de BI / Data Analytics,https://himalayas.app/companies/luza-group/jobs/product-owner-po-de-bi-data-analytics,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Western Alliance Bank,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Client Services Analyst III,https://himalayas.app/companies/western-alliance-bank/jobs/client-services-analyst-iii-6265978836,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"Galileo, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Inside Sales Representative,https://himalayas.app/companies/galileo-inc/jobs/inside-sales-representative,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
ASU Preparatory Academy,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Academic Success Advisor,https://himalayas.app/companies/asu/jobs/academic-success-advisor,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Cerence,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Software Engineer,https://himalayas.app/companies/cerence/jobs/senior-software-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Trane Technologies,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Account Executive - Gulf Shores (AL, GA. LA, MS)",https://himalayas.app/companies/trane-technologies/jobs/account-executive-gulf-shores-al-ga-la-ms,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Filevine,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Architect I,https://himalayas.app/companies/filevine/jobs/architect-i-2618070940,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
VendueTech,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Fundraising Operations Specialist - Europe, Part Time",https://himalayas.app/companies/venduetech/jobs/fundraising-operations-specialist-europe-part-time,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Honu Services,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Subcontracts Administrator- Entry Level,https://himalayas.app/companies/honu-services/jobs/subcontracts-administrator-entry-level,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
PureCars,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Dealer Success Manager,https://himalayas.app/companies/purecars/jobs/senior-dealer-success-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Pigment,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,EPM Consultant - DACH,https://himalayas.app/companies/pigment/jobs/epm-consultant-dach,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Forge Performance Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Modularization Delivery Consultant,https://himalayas.app/companies/forge-performance-group/jobs/modularization-delivery-consultant,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Bluelight Consulting,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Software Engineer - Elixir/Phoenix - Remote - Latin America,https://himalayas.app/companies/bluelight-consulting/jobs/software-engineer-elixir-phoenix-remote-latin-america-9304509253,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Armanino LLP,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Resource Management Specialist,https://himalayas.app/companies/armanino-llp/jobs/resource-management-specialist,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
LCTCS,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Adjunct Faculty: Social Sciences,https://himalayas.app/companies/lctcs/jobs/adjunct-faculty-social-sciences,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Brainrider,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Performance Marketing Specialist,https://himalayas.app/companies/brainrider/jobs/senior-performance-marketing-specialist-7852039749,himalayas,3,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Roche,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Technical Support Specialist 2 - IT,https://himalayas.app/companies/roche/jobs/technical-support-specialist-2-it,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Verdesian Life Sciences,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Account Manager, TX",https://himalayas.app/companies/verdesian-life-sciences/jobs/account-manager-tx,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
KPA,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Security Engineer,https://himalayas.app/companies/kpa/jobs/senior-security-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
College Board,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Information Analyst,https://himalayas.app/companies/college-board/jobs/information-analyst-4291331405,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Cloudera,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Forward Deployed AI Engineer, Australia",https://himalayas.app/companies/cloudera/jobs/forward-deployed-ai-engineer-australia,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"QAD, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Customer Success Manager,https://himalayas.app/companies/qad-inc/jobs/customer-success-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Medical Review Institute of America,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Azure Cloud Engineer,https://himalayas.app/companies/medical-review-institute-of-america/jobs/senior-azure-cloud-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"Marketplace Ministries, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Chaplain (Part-Time) - Watertown, NY",https://himalayas.app/companies/marketplace-ministries-inc/jobs/chaplain-part-time-watertown-ny,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Miratech,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Genesys Cloud Architect,https://himalayas.app/companies/miratech/jobs/genesys-cloud-architect-3667426014,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
DXC Technology,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Claims Adjuster,https://himalayas.app/companies/dxc-technology/jobs/claims-adjuster-156442238,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Proofpoint,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Enterprise Account Manager, South Africa",https://himalayas.app/companies/proofpoint/jobs/senior-enterprise-account-manager-south-africa,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Boulevard,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Product Marketing Manager, Enterprise Segment",https://himalayas.app/companies/boulevard/jobs/senior-product-marketing-manager-enterprise-segment,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Clinician Nexus,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Manager, DevOps",https://himalayas.app/companies/clinician-nexus/jobs/senior-manager-devops-8760550234,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Unipesa,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Key Account Manager,https://himalayas.app/companies/unipesa/jobs/key-account-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Evotix,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Managed Application Services Coordinator,https://himalayas.app/companies/evotix/jobs/managed-application-services-coordinator-2184063680,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
P&G Advisors,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Client Success Manager — Accounting, Tax & Advisory Operations",https://himalayas.app/companies/p-g-advisors/jobs/client-success-manager-accounting-tax-advisory-operations,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
FamilyWell Health,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Marketing & Communications Manager,https://himalayas.app/companies/familywell-health/jobs/marketing-communications-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Mozilla,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Social Media Content Creator (Independent Contractor),https://himalayas.app/companies/mozilla/jobs/social-media-content-creator-independent-contractor,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Astreya,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Funding Analyst,https://himalayas.app/companies/astreya/jobs/funding-analyst,himalayas,2,2,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
EnableComp,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Sales Development Representative - Revenue Cycle Management,https://himalayas.app/companies/enablecomp/jobs/sales-development-representative-revenue-cycle-management,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Workday,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Technical Eligibility Analyst - LHB,https://himalayas.app/companies/workday/jobs/technical-eligibility-analyst-lhb,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Meydenbauer Partners,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Real Estate Operations & Administrative Coordinator | Remote - Philippines Based,https://himalayas.app/companies/meydenbauer-partners/jobs/real-estate-operations-administrative-coordinator-remote-philippines-based,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Hacken,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Account Executive,https://himalayas.app/companies/hacken/jobs/senior-account-executive,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
FuseGlobal Partners,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Recruitment Marketing Specialist,https://himalayas.app/companies/fuseglobal-partners/jobs/recruitment-marketing-specialist,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Capgemini Technology Services,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,FBS Workforce Architect Associate,https://himalayas.app/companies/capgemini-technology-services/jobs/fbs-workforce-architect-associate,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
"Chickasaw Nation Industries, Inc.",,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Data Manager,https://himalayas.app/companies/chickasaw-nation-industries-inc/jobs/data-manager,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
samedi,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,(Senior) Account Executive (m/w/d) – eHealth / SaaS,https://himalayas.app/companies/samedi/jobs/senior-account-executive-m-w-d-ehealth-saas,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Public Partnerships LLC,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Payment Integrity Coordinator,https://himalayas.app/companies/public-partnerships-llc/jobs/payment-integrity-coordinator,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Arkansas Blue Cross,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Enterprise Technology Architect,https://himalayas.app/companies/arkansas-blue-cross/jobs/enterprise-technology-architect,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
AlphaSense,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Cloud Security Engineer,https://himalayas.app/companies/alphasense/jobs/senior-cloud-security-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Аrctic7,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Senior Linux System Engineer,https://himalayas.app/companies/rctic7/jobs/senior-linux-system-engineer,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Attain Finance,attainfinance.com,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Financial Service Representative (Remote - BC & ON),https://himalayas.app/companies/attain-finance/jobs/financial-service-representative-remote-bc-on,himalayas,1,1,True,1,0,0,UNVERIFIED_OFFICIAL_SOURCE,no_title_match,UNVERIFIED,
AutoScale Ventures,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Senior Software Engineer, Canada",https://himalayas.app/companies/autoscale-ventures/jobs/senior-software-engineer-canada-7973603022,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Flinker,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Technical Inbound / Consultative Seller (openBIM · Microsoft),https://himalayas.app/companies/flinker/jobs/technical-inbound-consultative-seller-openbim-microsoft,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Sophos,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,SI/MSSP Senior Channel Account Executive – Japan,https://himalayas.app/companies/sophos/jobs/si-mssp-senior-channel-account-executive-japan-4421190513,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
dell,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Retail Sales (リテール営業）,https://himalayas.app/companies/dell/jobs/retail-sales,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Unblu Inc.,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Account Executive SaaS - US, Remote",https://himalayas.app/companies/unblu-inc/jobs/account-executive-saas-us-remote,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Keystone Agency Partners (KAP),,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,Integration Wave Manager,https://himalayas.app/companies/keystone-agency-partners-kap/jobs/integration-wave-manager-2057404383,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
Porch Group,,,,NEEDS_CHECK,gtm_revenue,gtm_revenue,"Legal Counsel, Corporate & Securities",https://himalayas.app/companies/porch-group/jobs/legal-counsel-corporate-securities,himalayas,1,1,False,,,0,UNVERIFIED_OFFICIAL_SOURCE,no_search_domain,UNVERIFIED,
